sample_id,ERBB2_copy_number,CEP17_copy_number,ERBB2_CEP17_ratio,ERBB2_minus_ploidy,Purity,Ploidy
CPCT02030289TII,2,2,1.0,-0.0228999999999999,0.28,2.0229
CPCT02020369T,3,2,1.5,-0.0350999999999999,0.77,3.0351
DO52543,2,2,1.0,-1.1855000000000002,0.25,3.1855
CPCT02150004T,3,3,1.0,0.9436,0.56,2.0564
CPCT02020539T,100,3,33.333333333333336,96.1797,0.3,3.8203
CPCT02010863T,1,1,1.0,-0.5916999999999999,0.58,1.5917
DO1015,17,4,4.25,13.7063,0.3,3.2937
CPCT02020508T,9,6,1.5,5.9238,0.52,3.0762
WIDE01010174T,3,6,0.5,0.0093999999999998,0.36,2.9906
WIDE01011112T,2,3,0.6666666666666666,-1.5442,0.45,3.5442
CPCT02080143T,48,3,16.0,45.9071,0.55,2.0929
CPCT02080005T,2,2,1.0,-0.1322999999999998,0.75,2.1323
DO217887,2,2,1.0,-0.1396000000000001,0.38,2.1396
CPCT02300018T,1,0,0.0,-0.8314999999999999,0.65,1.8315
CPCT02080170T,1,3,0.3333333333333333,-0.9584,0.34,1.9584
DO218828,2,2,1.0,-0.9624,0.75,2.9624
CPCT02040337T,5,1,5.0,3.0116,0.83,1.9884
CPCT02060150T,37,1,37.0,32.9438,0.47,4.0562
TCGA-AO-A124T,4,2,2.0,1.1507999999999998,0.81,2.8492
CPCT02150017T,3,2,1.5,0.0882,0.28,2.9118
CPCT02010824T,2,3,0.6666666666666666,-1.5435,0.68,3.5435
CPCT02390008T,3,2,1.5,0.1610999999999998,0.85,2.8389
CPCT02100055T,68,2,34.0,64.3144,0.29,3.6856
DO220828,6,2,3.0,2.0732,0.87,3.9268
DO1020,2,3,0.6666666666666666,-0.8938000000000001,0.56,2.8938
CPCT02020493T,3,2,1.5,0.9874,0.46,2.0126
DO218684,3,1,3.0,0.8214999999999999,0.56,2.1785
WIDE01010951T,3,3,1.0,0.2153,0.38,2.7847
CPCT02030484T,4,4,1.0,0.4127000000000001,0.37,3.5873
WIDE01010755T,2,2,1.0,-0.1387,0.89,2.1387
CPCT02340066TIV,2,3,0.6666666666666666,-0.8613,0.49,2.8613
CPCT02010825T,1,3,0.3333333333333333,-1.0569000000000002,0.3,2.0569
CPCT02040035T,1,1,1.0,-0.9023,0.76,1.9023
CPCT02010434T,2,2,1.0,0.0811999999999999,0.83,1.9188
CPCT02020238T,1,3,0.3333333333333333,-0.9195,0.8,1.9195
CPCT02270006T,2,2,1.0,-1.7080000000000002,0.64,3.708
CPCT02080070T,3,3,1.0,-1.6052,0.26,4.6052
CPCT02040307T,1,1,1.0,-0.6771,0.54,1.6771
CPCT02270007T,3,4,0.75,-0.7227000000000001,0.48,3.7227
DO218669,4,2,2.0,-0.1938000000000004,0.27,4.1938
CPCT02020744T,7,5,1.4,3.0272,0.3,3.9728
WIDE01010534T,2,1,2.0,-0.1528999999999998,0.61,2.1529
WIDE01010011T,2,2,1.0,-1.3956,0.34,3.3956
CPCT02410004T,3,2,1.5,-0.3641000000000001,0.48,3.3641
CPCT02450016T,2,2,1.0,-0.1381999999999998,0.8,2.1382
CPCT02340066TIII,3,3,1.0,-0.5888,0.7,3.5888
CPCT02200005T,4,4,1.0,0.0426000000000001,0.42,3.9574
CPCT02390035T,5,4,1.25,1.6356000000000002,0.72,3.3644
DO52547,2,2,1.0,-0.7321,0.28,2.7321
CPCT02010969T,2,2,1.0,0.1566,0.93,1.8434
CPCT02010934T,2,2,1.0,-0.9249,0.49,2.9249
CPCT02300009T,3,3,1.0,-0.1604000000000001,0.61,3.1604
TCGA-A7-A13DT,6,2,3.0,2.8706,0.54,3.1294
CPCT02080060T,1,1,1.0,-0.7104999999999999,0.58,1.7105
CPCT02050071T,11,2,5.5,8.105,0.79,2.895
CPCT02100051T,2,2,1.0,-0.0998000000000001,0.71,2.0998
CPCT02080067T,2,2,1.0,-0.0459999999999998,0.55,2.046
CPCT02230021T,48,2,24.0,45.0714,0.73,2.9286
DO220822,2,2,1.0,-0.1183999999999998,0.49,2.1184
TCGA-A2-A259T,2,6,0.3333333333333333,-2.3006,0.29,4.3006
CPCT02040017T,2,2,1.0,0.0011000000000001,0.75,1.9989
CPCT02010298T,2,2,1.0,0.0210999999999998,0.67,1.9789
